,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,has_basement,new_house,week,month,year,season,status,Sell Price,Profit,valor_m2
4153,1972200660,2015-04-15,465000.0,2,1.5,1120,1201,3.0,0,0,3,8,0,1999,0,98103,47.6524,-122.353,0,0,16,4,2015,spring,Buy,511500.00000000006,46500.00000000006,387.17735220649456
4154,3629830050,2014-10-01,620000.0,4,4.0,2850,2970,2.0,0,0,3,8,730,1999,0,98029,47.547,-122.01,1,0,40,10,2014,fall,Not Buy,0.0,0.0,208.75420875420875
4155,9257900010,2015-04-22,499900.0,4,2.25,2360,7650,1.0,0,0,3,8,720,1963,0,98155,47.75,-122.292,1,0,17,4,2015,spring,Not Buy,0.0,0.0,65.34640522875817
4156,6072000440,2015-02-06,620000.0,5,3.0,2540,11422,1.0,0,0,3,8,1270,1962,2014,98006,47.5459,-122.176,1,0,6,2,2015,winter,Buy,682000.0,62000.0,54.28121169672562
4157,6844702630,2014-11-08,450000.0,3,1.75,1160,6120,1.0,0,0,3,7,120,1941,0,98115,47.6926,-122.287,1,1,45,11,2014,fall,Buy,495000.00000000006,45000.00000000006,73.52941176470588
4158,3630090050,2015-02-20,690000.0,4,3.5,2710,2147,2.0,0,0,3,10,490,2007,0,98029,47.5468,-121.994,1,0,8,2,2015,winter,Not Buy,0.0,0.0,321.3786679087098
4159,5021900050,2014-08-18,832500.0,3,2.0,1870,9527,1.0,0,0,4,7,0,1951,1997,98040,47.5777,-122.224,0,1,34,8,2014,summer,Not Buy,0.0,0.0,87.3832266190826
4160,1003600080,2014-11-07,245000.0,3,1.0,1010,9678,1.0,0,0,5,7,0,1955,0,98188,47.4396,-122.285,0,0,45,11,2014,fall,Not Buy,0.0,0.0,25.3151477578012
4161,7701960130,2014-10-17,820000.0,3,2.5,2980,18935,1.5,0,0,3,11,0,1990,0,98077,47.7133,-122.079,0,0,42,10,2014,fall,Not Buy,0.0,0.0,43.30604700290468
4162,2395710020,2014-08-07,369000.0,4,2.75,2420,6495,2.0,0,0,3,8,0,2005,0,98038,47.3771,-122.029,0,0,32,8,2014,summer,Not Buy,0.0,0.0,56.812933025404156
4163,7203230010,2014-10-15,1050000.0,4,3.25,3830,8331,2.0,0,0,3,9,0,2014,0,98053,47.6906,-122.019,0,0,42,10,2014,fall,Not Buy,0.0,0.0,126.03528988116673
4164,9830200380,2014-09-17,653000.0,3,3.0,3040,5067,3.0,0,2,3,10,0,1993,0,98118,47.5409,-122.267,0,0,38,9,2014,fall,Not Buy,0.0,0.0,128.87310045391752
4165,9407111100,2015-04-22,220650.0,2,1.75,1460,10500,1.0,0,0,3,7,0,1980,0,98045,47.4461,-121.768,0,0,17,4,2015,spring,Buy,286845.0,66195.0,21.014285714285716
4166,9572000080,2014-06-16,300000.0,5,3.0,1940,6355,1.0,0,0,3,8,740,2007,0,98168,47.498,-122.322,1,0,25,6,2014,summer,Not Buy,0.0,0.0,47.206923682140044
4167,3629870420,2014-09-12,970000.0,4,3.5,3780,20023,2.0,0,2,3,10,0,2001,0,98029,47.5491,-122.006,0,0,37,9,2014,fall,Not Buy,0.0,0.0,48.44428906757229
4168,2459970020,2014-11-24,360000.0,4,2.5,1950,5451,2.0,0,0,3,7,0,2004,0,98058,47.4341,-122.144,0,0,48,11,2014,fall,Not Buy,0.0,0.0,66.04292790313704
4169,5547700190,2015-03-30,672500.0,3,2.5,2450,5760,2.0,0,0,3,9,0,2000,0,98074,47.6145,-122.026,0,0,14,3,2015,spring,Not Buy,0.0,0.0,116.75347222222223
4170,421000285,2015-04-23,268000.0,4,1.5,1730,7020,1.5,0,0,4,5,0,1953,0,98056,47.4939,-122.167,0,1,17,4,2015,spring,Not Buy,0.0,0.0,38.17663817663818
4171,3277801640,2014-12-02,440000.0,4,1.5,1690,3245,1.5,0,0,3,8,0,1929,0,98126,47.5445,-122.375,0,1,49,12,2014,winter,Not Buy,0.0,0.0,135.59322033898306
4172,8077200470,2014-07-18,590000.0,4,2.5,2290,11072,2.0,0,0,3,9,0,1986,0,98074,47.6283,-122.03,0,0,29,7,2014,summer,Buy,649000.0,59000.0,53.28757225433526
4173,9542801990,2014-05-29,266500.0,4,1.75,1880,7632,1.0,0,0,4,7,700,1978,0,98023,47.3068,-122.372,1,0,22,5,2014,spring,Not Buy,0.0,0.0,34.918763102725364
4174,3343901403,2014-12-16,635000.0,4,2.5,2930,8679,2.0,0,0,3,8,0,2014,0,98056,47.5164,-122.19,0,0,51,12,2014,winter,Not Buy,0.0,0.0,73.16511118792488
4175,7923300285,2015-03-12,650000.0,4,2.25,2440,9320,1.0,0,0,4,7,560,1957,0,98007,47.5933,-122.135,1,0,11,3,2015,spring,Not Buy,0.0,0.0,69.74248927038627
4176,1823059028,2015-02-24,312500.0,4,1.75,2280,7840,1.0,0,0,3,7,1000,1957,0,98055,47.4809,-122.224,1,0,9,2,2015,winter,Not Buy,0.0,0.0,39.859693877551024
4177,8864000440,2014-09-25,225000.0,3,1.0,900,6099,1.0,0,0,3,6,110,1944,0,98168,47.4807,-122.289,1,1,39,9,2014,fall,Buy,247500.00000000003,22500.00000000003,36.89129365469749
4178,9512500680,2014-11-19,425000.0,4,1.75,1980,8400,1.0,0,0,3,7,650,1968,0,98052,47.6721,-122.152,1,0,47,11,2014,fall,Buy,552500.0,127500.0,50.595238095238095
4179,4376700430,2014-07-16,572000.0,5,2.25,2340,9225,2.0,0,0,3,8,0,1973,0,98052,47.6369,-122.098,0,0,29,7,2014,summer,Buy,629200.0,57200.0,62.00542005420054
4180,8562890430,2015-04-07,386500.0,4,2.5,3110,5048,2.0,0,0,3,8,0,2002,0,98042,47.3782,-122.125,0,0,15,4,2015,spring,Not Buy,0.0,0.0,76.56497622820919
4181,452002005,2015-01-21,452000.0,2,1.0,980,5000,1.0,0,0,3,6,0,1904,0,98107,47.6744,-122.369,0,1,4,1,2015,winter,Buy,587600.0,135600.0,90.4
4182,7228500094,2014-12-12,278000.0,4,2.0,1480,6324,1.0,0,0,3,7,0,1943,0,98122,47.6147,-122.302,0,1,50,12,2014,winter,Buy,361400.0,83400.0,43.959519291587604
4183,5035300255,2015-04-14,450000.0,2,1.75,2130,6574,1.0,0,0,3,8,630,1946,0,98199,47.6529,-122.411,1,1,16,4,2015,spring,Buy,585000.0,135000.0,68.4514755095832
4184,9528104985,2014-11-04,611000.0,2,1.0,1270,5100,1.0,0,0,3,7,170,1900,0,98115,47.6771,-122.328,1,1,45,11,2014,fall,Not Buy,0.0,0.0,119.80392156862744
4185,7237590010,2014-06-05,214100.0,2,2.5,1150,2064,2.0,0,0,3,7,0,2004,0,98001,47.3516,-122.292,0,0,23,6,2014,summer,Buy,235510.00000000003,21410.00000000003,103.73062015503876
4186,3158500250,2014-05-14,317000.0,3,2.5,1840,5011,2.0,0,0,3,8,0,2012,0,98038,47.3555,-122.054,0,0,20,5,2014,spring,Buy,348700.0,31700.0,63.26082618239872
4187,868001402,2015-03-05,1000000.0,4,3.5,3180,12528,2.0,0,1,4,9,1120,1979,0,98177,47.7058,-122.379,1,0,10,3,2015,spring,Not Buy,0.0,0.0,79.82120051085569
4188,5606000233,2015-04-24,1000000.0,5,2.75,1510,5700,2.0,0,1,4,7,0,1946,0,98105,47.6653,-122.27,0,1,17,4,2015,spring,Not Buy,0.0,0.0,175.43859649122808
4189,5214500660,2015-05-05,525000.0,4,2.5,3070,7200,2.0,0,0,3,8,0,2005,0,98059,47.4899,-122.138,0,0,19,5,2015,spring,Not Buy,0.0,0.0,72.91666666666667
4190,3578110020,2014-10-01,436000.0,3,2.25,1800,6680,2.0,0,0,3,8,0,1983,0,98034,47.7293,-122.223,0,0,40,10,2014,fall,Buy,479600.00000000006,43600.00000000006,65.26946107784431
4191,3578401330,2014-07-18,450000.0,3,1.75,1540,9154,1.0,0,0,3,8,0,1983,0,98074,47.6207,-122.042,0,0,29,7,2014,summer,Buy,585000.0,135000.0,49.15883766659384
4192,7525000080,2014-05-02,588500.0,3,1.75,2330,14892,1.0,0,0,3,8,360,1980,0,98074,47.6267,-122.046,1,0,18,5,2014,spring,Buy,647350.0,58850.0,39.51786193929627
4193,4273000095,2015-05-11,340000.0,4,1.75,1400,8374,1.0,0,0,3,7,0,1953,0,98166,47.4735,-122.344,0,1,20,5,2015,spring,Buy,374000.00000000006,34000.00000000006,40.60186290900406
4194,6918700130,2014-08-11,749000.0,3,2.5,3380,7126,2.0,0,0,3,8,0,1965,2003,98008,47.6276,-122.122,0,0,33,8,2014,summer,Not Buy,0.0,0.0,105.10805500982319
4195,2473350470,2015-05-11,330000.0,3,1.5,1440,7875,1.0,0,0,4,8,0,1968,0,98058,47.4561,-122.148,0,0,20,5,2015,spring,Not Buy,0.0,0.0,41.904761904761905
4196,9274200314,2014-08-21,568000.0,3,2.5,1740,1279,3.0,0,0,3,8,0,2008,0,98116,47.5891,-122.387,0,0,34,8,2014,summer,Not Buy,0.0,0.0,444.0969507427678
4197,2938100010,2014-09-24,239000.0,3,1.75,1470,8925,1.0,0,0,4,7,0,1957,0,98022,47.2026,-122.0,0,0,39,9,2014,fall,Not Buy,0.0,0.0,26.77871148459384
4198,8564950250,2015-01-07,528000.0,3,2.5,2810,4932,2.0,0,0,3,8,0,2003,0,98011,47.7739,-122.227,0,0,2,1,2015,winter,Not Buy,0.0,0.0,107.0559610705596
4199,3438502715,2014-07-30,385000.0,4,3.0,2090,5102,1.0,0,0,3,7,740,1994,0,98106,47.5427,-122.356,1,0,31,7,2014,summer,Not Buy,0.0,0.0,75.46060368482948
4200,280610020,2014-09-02,825000.0,4,3.25,4110,14219,2.0,0,2,4,10,1540,1979,0,98028,47.7382,-122.264,1,0,36,9,2014,fall,Not Buy,0.0,0.0,58.02095787326816
4201,2487200938,2014-11-26,815000.0,5,3.25,3230,5000,2.0,0,1,3,9,880,2002,0,98136,47.5202,-122.393,1,0,48,11,2014,fall,Not Buy,0.0,0.0,163.0
4202,2483200010,2014-10-07,690000.0,3,1.75,2070,6000,1.0,0,3,3,8,730,1955,0,98136,47.5226,-122.382,1,0,41,10,2014,fall,Not Buy,0.0,0.0,115.0
4203,4365700130,2015-03-25,210000.0,3,1.0,1660,7440,1.0,0,0,3,7,390,1957,0,98106,47.5242,-122.362,1,0,13,3,2015,spring,Buy,273000.0,63000.0,28.225806451612904
4204,9136101271,2015-04-16,599000.0,4,1.0,1590,4280,1.5,0,0,3,7,0,1924,0,98103,47.667,-122.335,0,1,16,4,2015,spring,Not Buy,0.0,0.0,139.9532710280374
4205,1370804295,2015-02-12,860000.0,3,1.75,1860,5584,1.0,0,0,3,8,550,1951,0,98199,47.637,-122.4,1,1,7,2,2015,winter,Not Buy,0.0,0.0,154.01146131805157
4206,422049178,2015-02-12,147200.0,3,1.0,1420,9600,1.0,0,0,4,6,0,1954,0,98188,47.4232,-122.292,0,1,7,2,2015,winter,Not Buy,0.0,0.0,15.333333333333334
4207,9161100795,2015-05-06,476900.0,3,1.0,1240,5758,1.5,0,0,4,6,280,1910,0,98116,47.5675,-122.396,1,1,19,5,2015,spring,Not Buy,0.0,0.0,82.8238971865231
4208,1443550020,2015-05-06,570000.0,4,2.5,2640,11816,2.0,0,0,3,8,0,1999,0,98019,47.733,-121.968,0,0,19,5,2015,spring,Not Buy,0.0,0.0,48.2396750169262
4209,9547201155,2014-10-16,567500.0,3,1.0,1440,3060,1.5,0,0,4,7,0,1910,0,98115,47.6769,-122.307,0,1,42,10,2014,fall,Not Buy,0.0,0.0,185.45751633986927
4210,3625059120,2014-10-23,790000.0,5,3.25,3030,20446,2.0,0,2,3,9,900,1976,0,98008,47.6133,-122.106,1,0,43,10,2014,fall,Not Buy,0.0,0.0,38.638364472268414
4211,644000185,2014-07-07,875000.0,3,1.5,1820,12686,1.0,0,0,4,7,0,1952,0,98004,47.5886,-122.195,0,1,28,7,2014,summer,Not Buy,0.0,0.0,68.97367176414946
4212,5710500010,2014-06-10,490000.0,3,2.0,2220,10275,2.0,0,0,3,9,580,1980,0,98027,47.5304,-122.055,1,0,24,6,2014,summer,Buy,539000.0,49000.0,47.688564476885645
4213,2482410130,2014-06-10,335000.0,3,1.75,2430,9133,1.0,0,0,4,7,1020,1978,0,98059,47.5116,-122.157,1,0,24,6,2014,summer,Not Buy,0.0,0.0,36.680170809153616
4214,6071900130,2015-04-15,550000.0,3,1.75,1670,10798,1.0,0,0,4,8,0,1962,0,98006,47.549,-122.17,0,0,16,4,2015,spring,Not Buy,0.0,0.0,50.93535839970365
4215,6817800630,2014-05-16,385000.0,3,1.75,1180,10541,1.0,0,0,4,7,240,1981,0,98074,47.6348,-122.032,1,0,20,5,2014,spring,Not Buy,0.0,0.0,36.52404895171236
4216,6204400130,2014-07-18,395000.0,3,1.75,1620,8085,1.0,0,0,3,7,410,1976,0,98011,47.7349,-122.197,1,0,29,7,2014,summer,Buy,513500.0,118500.0,48.85590599876314
4217,9274203190,2014-06-11,650000.0,2,1.0,1030,5750,1.0,0,0,5,8,0,1928,0,98116,47.5861,-122.391,0,1,24,6,2014,summer,Not Buy,0.0,0.0,113.04347826086956
4218,293610020,2015-03-04,637000.0,4,2.75,2900,5803,2.0,0,0,3,9,0,2007,0,98028,47.7368,-122.232,0,0,10,3,2015,spring,Not Buy,0.0,0.0,109.7708082026538
4219,3583400130,2014-10-14,692500.0,3,2.25,3420,9900,1.0,0,0,3,9,1710,1963,2004,98028,47.7412,-122.256,1,0,42,10,2014,fall,Not Buy,0.0,0.0,69.94949494949495
4220,7230400430,2014-09-30,322400.0,3,1.75,1710,15844,1.0,0,0,4,8,0,1964,0,98059,47.4706,-122.1,0,0,40,9,2014,fall,Not Buy,0.0,0.0,20.348396869477405
4221,7140600190,2014-09-05,233500.0,3,1.5,1580,10517,1.0,0,0,4,6,0,1957,0,98002,47.2903,-122.214,0,0,36,9,2014,fall,Not Buy,0.0,0.0,22.202148901778074
4222,6817801410,2014-06-24,400000.0,3,2.0,1230,11413,1.0,0,0,3,7,240,1984,0,98074,47.6321,-122.034,1,0,26,6,2014,summer,Buy,520000.0,120000.0,35.047752562866904
4223,6430500010,2014-06-20,547000.0,5,2.5,2200,4080,1.5,0,0,5,7,780,1916,0,98103,47.6872,-122.35,1,1,25,6,2014,summer,Not Buy,0.0,0.0,134.0686274509804
4224,3023049215,2014-07-02,519000.0,5,2.25,2570,13054,1.0,0,1,3,8,1100,1950,1992,98166,47.4487,-122.352,1,1,27,7,2014,summer,Not Buy,0.0,0.0,39.757928604259234
4225,3625710080,2014-06-26,1025000.0,4,3.5,3320,19850,1.0,0,2,4,10,1280,1977,0,98040,47.527,-122.228,1,0,26,6,2014,summer,Not Buy,0.0,0.0,51.63727959697733
4226,3390600010,2014-05-02,365000.0,3,1.0,1090,6435,1.0,0,0,4,7,0,1955,0,98106,47.5334,-122.365,0,0,18,5,2014,spring,Not Buy,0.0,0.0,56.72105672105672
4227,1036000080,2014-10-09,525000.0,3,1.75,1970,8000,1.0,0,0,4,8,0,1968,0,98052,47.6324,-122.1,0,0,41,10,2014,fall,Not Buy,0.0,0.0,65.625
4228,1561930020,2014-05-22,430000.0,4,3.0,3220,8936,2.0,0,0,3,9,770,1990,0,98031,47.4208,-122.213,1,0,21,5,2014,spring,Not Buy,0.0,0.0,48.11996418979409
4229,3876100080,2014-12-15,325000.0,3,1.0,1600,7500,1.0,0,0,3,7,0,1966,0,98034,47.7198,-122.182,0,0,51,12,2014,winter,Buy,422500.0,97500.0,43.333333333333336
4230,7454000605,2014-07-10,279000.0,2,1.0,670,6300,1.0,0,0,5,6,0,1942,0,98126,47.5161,-122.374,0,1,28,7,2014,summer,Not Buy,0.0,0.0,44.285714285714285
4231,1870400635,2015-03-11,805000.0,4,1.75,2360,4750,2.0,0,0,5,7,700,1911,0,98115,47.6729,-122.293,1,1,11,3,2015,spring,Not Buy,0.0,0.0,169.47368421052633
4232,8820900299,2015-02-04,419950.0,3,3.0,2150,3962,1.5,0,0,3,7,610,1949,0,98125,47.7183,-122.285,1,1,6,2,2015,winter,Buy,461945.00000000006,41995.00000000006,105.9944472488642
4233,8132700185,2015-04-16,425000.0,2,1.0,620,4455,1.0,0,0,3,6,0,1927,0,98117,47.6877,-122.395,0,1,16,4,2015,spring,Buy,552500.0,127500.0,95.39842873176207
4234,6413600275,2014-07-24,446000.0,4,1.75,1730,5922,2.0,0,0,5,7,0,1949,0,98125,47.7188,-122.321,0,1,30,7,2014,summer,Not Buy,0.0,0.0,75.31239446133063
4235,2888000020,2015-03-02,455000.0,5,2.0,2500,7860,1.0,0,0,3,7,1460,1963,0,98034,47.7212,-122.226,1,0,10,3,2015,spring,Not Buy,0.0,0.0,57.8880407124682
4236,3298700426,2014-07-09,226550.0,3,1.0,990,4440,1.0,0,0,3,6,0,1943,0,98106,47.522,-122.354,0,1,28,7,2014,summer,Buy,294515.0,67965.0,51.02477477477478
4237,3362401815,2014-09-30,764000.0,3,2.0,1420,4080,1.5,0,0,5,8,0,1904,0,98103,47.6801,-122.348,0,1,40,9,2014,fall,Not Buy,0.0,0.0,187.2549019607843
4238,5469500020,2015-05-05,439950.0,3,2.25,2170,15000,2.0,0,0,4,8,0,1978,0,98042,47.3863,-122.158,0,0,19,5,2015,spring,Not Buy,0.0,0.0,29.33
4239,6430000280,2014-12-16,453000.0,4,2.0,1880,5100,1.0,0,0,3,8,0,1952,0,98103,47.6872,-122.349,0,1,51,12,2014,winter,Buy,498300.00000000006,45300.00000000006,88.82352941176471
4240,1140000190,2015-02-06,219950.0,3,1.0,1300,9620,1.0,0,0,3,7,0,1971,0,98003,47.282,-122.331,0,0,6,2,2015,winter,Buy,241945.00000000003,21995.00000000003,22.863825363825363
4241,8021700715,2014-05-14,702500.0,3,1.5,2360,6750,2.0,0,0,5,7,430,1926,0,98103,47.6923,-122.332,1,1,20,5,2014,spring,Not Buy,0.0,0.0,104.07407407407408
4242,5151600170,2014-10-16,285000.0,3,1.5,1780,12231,1.0,0,0,4,8,0,1956,0,98003,47.335,-122.321,0,0,42,10,2014,fall,Not Buy,0.0,0.0,23.301447142506746
4243,8129700255,2015-02-13,798750.0,2,2.25,2160,2578,3.0,0,0,3,8,0,2005,0,98103,47.6607,-122.354,0,0,7,2,2015,winter,Not Buy,0.0,0.0,309.833204034135
4244,9285800345,2014-06-26,320000.0,2,1.0,950,5316,1.0,0,2,3,7,0,1948,0,98126,47.57,-122.38,0,1,26,6,2014,summer,Buy,416000.0,96000.0,60.19563581640331
4245,5706200170,2014-12-16,425000.0,3,1.75,1680,14630,1.5,0,0,3,8,0,1985,0,98027,47.5272,-122.044,0,0,51,12,2014,winter,Buy,467500.00000000006,42500.00000000006,29.049897470950103
4246,5536500020,2014-07-16,540000.0,4,2.5,2290,4450,2.0,0,0,3,9,0,2004,0,98072,47.7385,-122.169,0,0,29,7,2014,summer,Not Buy,0.0,0.0,121.34831460674157
4247,3362401611,2015-03-25,1165000.0,4,3.75,3920,4500,3.0,0,0,3,8,0,2013,0,98103,47.6805,-122.346,0,0,13,3,2015,spring,Not Buy,0.0,0.0,258.8888888888889
4248,6205500280,2015-04-21,576000.0,3,1.75,1500,13891,1.0,0,0,4,7,0,1951,0,98005,47.5866,-122.175,0,1,17,4,2015,spring,Not Buy,0.0,0.0,41.46569721402347
4249,7199330010,2015-04-17,525000.0,3,1.75,1720,7200,1.0,0,0,3,7,580,1977,0,98052,47.6977,-122.132,1,0,16,4,2015,spring,Buy,577500.0,52500.0,72.91666666666667
4250,1332200130,2014-08-22,324950.0,4,2.5,2641,8615,2.0,0,0,3,7,0,1998,0,98031,47.4038,-122.213,0,0,34,8,2014,summer,Not Buy,0.0,0.0,37.71909460243761
4251,3342102880,2014-08-11,464000.0,3,2.5,2460,5400,1.0,0,0,4,8,940,2001,0,98056,47.5231,-122.202,1,0,33,8,2014,summer,Not Buy,0.0,0.0,85.92592592592592
4252,2557000630,2014-07-07,266000.0,4,2.25,1995,7102,2.0,0,0,4,8,0,1981,0,98023,47.2986,-122.37,0,0,28,7,2014,summer,Not Buy,0.0,0.0,37.454238242748524
4253,8122100130,2014-06-18,415000.0,3,1.75,1270,4800,1.0,0,0,3,7,0,1952,2014,98126,47.5362,-122.376,0,1,25,6,2014,summer,Not Buy,0.0,0.0,86.45833333333333
4254,9558040050,2014-09-19,550000.0,4,2.75,3080,6731,2.0,0,3,3,9,0,2003,0,98058,47.4522,-122.118,0,0,38,9,2014,fall,Not Buy,0.0,0.0,81.71148417768534
4255,5702380630,2015-01-14,235000.0,3,2.25,1670,7606,2.0,0,0,3,7,0,1990,0,98022,47.1949,-121.982,0,0,3,1,2015,winter,Buy,258500.00000000003,23500.00000000003,30.89666053115961
4256,3300790670,2014-06-20,280000.0,3,2.0,1470,8089,1.0,0,0,3,7,0,1987,0,98198,47.3878,-122.316,0,0,25,6,2014,summer,Not Buy,0.0,0.0,34.61490913586352
4257,2558660190,2014-10-30,459000.0,3,1.75,1730,7807,1.0,0,0,3,7,470,1976,0,98034,47.7211,-122.169,1,0,44,10,2014,fall,Not Buy,0.0,0.0,58.79339054694505
4258,4388000460,2014-10-14,195000.0,3,1.0,1070,7615,1.0,0,0,4,7,0,1969,0,98023,47.3189,-122.373,0,0,42,10,2014,fall,Not Buy,0.0,0.0,25.607353906762967
4259,3224800010,2014-11-12,235000.0,3,1.5,1660,8738,1.0,0,0,4,7,580,1959,0,98002,47.3117,-122.208,1,0,46,11,2014,fall,Not Buy,0.0,0.0,26.894026092927444
4260,1672000020,2014-11-26,711800.0,4,2.25,2410,16650,1.0,0,0,4,8,0,1965,0,98006,47.5706,-122.163,0,0,48,11,2014,fall,Not Buy,0.0,0.0,42.750750750750754
4261,2767701416,2015-01-16,440000.0,3,2.5,1040,1032,3.0,0,0,3,7,0,2007,0,98107,47.6673,-122.377,0,0,3,1,2015,winter,Buy,572000.0,132000.0,426.3565891472868
4262,7821200307,2015-02-17,515000.0,2,1.0,970,3300,1.0,0,0,4,7,0,1916,0,98103,47.6609,-122.343,0,1,8,2,2015,winter,Not Buy,0.0,0.0,156.06060606060606
4263,4219400290,2014-05-02,1200000.0,5,2.75,2910,9480,1.5,0,0,3,8,0,1939,0,98105,47.6552,-122.278,0,1,18,5,2014,spring,Not Buy,0.0,0.0,126.58227848101266
4264,6072650290,2015-04-06,560000.0,3,1.75,2340,12443,1.5,0,0,4,8,0,1965,0,98006,47.5432,-122.177,0,0,15,4,2015,spring,Not Buy,0.0,0.0,45.005223820622035
4265,5647900670,2014-06-20,340000.0,3,1.75,1880,11249,1.0,0,0,3,7,550,1985,0,98001,47.3295,-122.257,1,0,25,6,2014,summer,Not Buy,0.0,0.0,30.224908880789403
4266,1965200010,2014-11-10,600000.0,2,1.0,1110,3500,1.5,0,0,3,6,140,1912,0,98102,47.6453,-122.327,1,1,46,11,2014,fall,Buy,660000.0,60000.0,171.42857142857142
4267,319500080,2014-06-18,764000.0,4,2.5,2790,7938,2.0,0,0,3,9,0,1997,0,98074,47.6223,-122.026,0,0,25,6,2014,summer,Not Buy,0.0,0.0,96.24590576971529
4268,9526500080,2014-07-29,337000.0,4,2.0,1590,8779,1.0,0,0,3,8,0,2001,0,98019,47.7408,-121.974,0,0,31,7,2014,summer,Buy,370700.00000000006,33700.00000000006,38.38706002961613
4269,8128700005,2014-11-19,249000.0,4,1.0,1200,7552,1.0,0,0,3,6,140,1919,0,98126,47.5317,-122.37,1,1,47,11,2014,fall,Buy,323700.0,74700.0,32.97139830508475
4270,2025700130,2015-01-29,269950.0,3,2.25,1510,6000,1.0,0,0,4,7,360,1993,0,98038,47.3484,-122.036,1,0,5,1,2015,winter,Not Buy,0.0,0.0,44.99166666666667
4271,3288301410,2014-09-11,475000.0,4,2.25,2110,7560,2.0,0,0,4,8,0,1974,0,98034,47.7331,-122.183,0,0,37,9,2014,fall,Not Buy,0.0,0.0,62.83068783068783
4272,9264950660,2015-03-10,339000.0,3,2.0,2350,8459,1.5,0,0,3,9,0,1989,0,98023,47.3043,-122.349,0,0,11,3,2015,spring,Not Buy,0.0,0.0,40.07565906135477
4273,6744700285,2015-03-11,600000.0,4,3.5,3270,15160,1.0,0,2,3,8,1610,1997,0,98155,47.7437,-122.287,1,0,11,3,2015,spring,Not Buy,0.0,0.0,39.577836411609496
4274,7750500275,2014-08-07,397500.0,4,1.75,2220,4760,1.0,0,0,3,7,900,1918,0,98106,47.5215,-122.348,1,1,32,8,2014,summer,Not Buy,0.0,0.0,83.50840336134453
4275,1425059178,2014-05-07,460000.0,3,2.0,1760,9055,2.0,0,0,4,7,0,1985,0,98052,47.6534,-122.128,0,0,19,5,2014,spring,Not Buy,0.0,0.0,50.80066261733849
4276,6671900130,2014-12-16,370000.0,4,2.75,2200,5207,1.0,0,0,5,7,1080,1951,0,98133,47.74,-122.343,1,1,51,12,2014,winter,Not Buy,0.0,0.0,71.0581908968696
4277,3172600151,2015-03-25,250000.0,4,1.0,1550,7296,1.5,0,0,3,6,0,1957,0,98106,47.5184,-122.366,0,0,13,3,2015,spring,Buy,325000.0,75000.0,34.26535087719298
4278,1934800078,2014-09-30,430000.0,2,2.25,1040,1516,2.0,0,0,3,8,0,2008,0,98122,47.6037,-122.307,0,0,40,9,2014,fall,Buy,559000.0,129000.0,283.6411609498681
4279,4385700660,2014-08-07,1085000.0,3,1.5,2560,4000,1.5,0,0,5,8,900,1927,0,98112,47.6384,-122.279,1,1,32,8,2014,summer,Not Buy,0.0,0.0,271.25
4280,923000414,2015-04-19,670000.0,3,1.75,1850,8160,1.0,0,0,3,8,0,1952,0,98177,47.7241,-122.363,0,1,16,4,2015,spring,Not Buy,0.0,0.0,82.1078431372549
4281,2624049167,2015-04-23,461550.0,3,1.5,2090,11895,1.0,0,0,3,7,300,1954,0,98118,47.5362,-122.267,1,1,17,4,2015,spring,Not Buy,0.0,0.0,38.80201765447667
4282,8929000380,2014-08-05,479990.0,3,2.5,2010,2386,2.0,0,0,3,8,620,2014,0,98029,47.5525,-121.998,1,0,32,8,2014,summer,Buy,623987.0,143997.0,201.1693210393965
4283,4221250010,2015-04-14,643000.0,4,2.5,2518,4663,2.0,0,0,3,8,0,2005,0,98075,47.5894,-122.017,0,0,16,4,2015,spring,Buy,835900.0,192900.0,137.8940596182715
4284,8861500080,2014-09-30,607000.0,3,2.75,2810,12813,2.0,0,0,3,8,770,1988,0,98052,47.6796,-122.114,1,0,40,9,2014,fall,Not Buy,0.0,0.0,47.37376102396004
4285,1592000780,2014-05-23,625000.0,3,2.5,2600,10092,1.0,0,0,3,9,0,1984,0,98074,47.6223,-122.032,0,0,21,5,2014,spring,Not Buy,0.0,0.0,61.930241775663895
4286,2484200080,2014-07-29,731100.0,3,2.5,2060,8778,1.0,0,0,3,8,900,1953,2010,98136,47.5245,-122.384,1,1,31,7,2014,summer,Not Buy,0.0,0.0,83.28776486671224
4287,2591820080,2014-11-03,435000.0,4,2.5,2130,10375,2.0,0,0,4,8,0,1986,0,98058,47.4381,-122.16,0,0,45,11,2014,fall,Not Buy,0.0,0.0,41.9277108433735
4288,5729000080,2014-10-29,465000.0,3,3.0,2290,15600,1.0,0,0,3,8,870,1948,1990,98001,47.3558,-122.29,1,1,44,10,2014,fall,Not Buy,0.0,0.0,29.807692307692307
4289,5100402764,2015-04-15,740000.0,3,1.0,1230,6380,1.5,0,0,3,7,0,1927,0,98115,47.6947,-122.315,0,1,16,4,2015,spring,Not Buy,0.0,0.0,115.98746081504702
4290,5454000010,2014-12-10,740000.0,3,1.75,2020,9478,1.0,0,0,4,9,0,1961,0,98040,47.5383,-122.238,0,0,50,12,2014,winter,Not Buy,0.0,0.0,78.07554336357882
